,SetName,Gene
2910,HER2_Immune_PCA_18006808,ZDHHC18
2911,HER2_Immune_PCA_18006808,GLYR1
2912,HER2_Immune_PCA_18006808,CBR4
2913,HER2_Immune_PCA_18006808,GUSBP11
2914,HER2_Immune_PCA_18006808,SP140L
2915,HER2_Immune_PCA_18006808,EGLN3
2916,HER2_Immune_PCA_18006808,TOE1
2917,HER2_Immune_PCA_18006808,EFHC1
2918,HER2_Immune_PCA_18006808,OSBPL9
2919,HER2_Immune_PCA_18006808,MBOAT2
2920,HER2_Immune_PCA_18006808,MTERFD2
2921,HER2_Immune_PCA_18006808,RAB40A
2922,HER2_Immune_PCA_18006808,A2M-AS1
2923,HER2_Immune_PCA_18006808,PYHIN1
2924,HER2_Immune_PCA_18006808,DSTNP2
2925,HER2_Immune_PCA_18006808,PAOX
2926,HER2_Immune_PCA_18006808,U2AF1L4
2927,HER2_Immune_PCA_18006808,APOBEC3A
2928,HER2_Immune_PCA_18006808,APOBEC3F
2929,HER2_Immune_PCA_18006808,GPR116
2930,HER2_Immune_PCA_18006808,FGD2
2931,HER2_Immune_PCA_18006808,CCZ1B
2932,HER2_Immune_PCA_18006808,NCR3
2933,HER2_Immune_PCA_18006808,SIRPB2
2934,HER2_Immune_PCA_18006808,IGKV1OR2-118
2935,HER2_Immune_PCA_18006808,GVINP1
2936,HER2_Immune_PCA_18006808,LOC391020
2937,HER2_Immune_PCA_18006808,MXRA7
2938,HER2_Immune_PCA_18006808,CCDC88C
2939,HER2_Immune_PCA_18006808,IRS3P
2940,HER2_Immune_PCA_18006808,GIMAP6
2941,HER2_Immune_PCA_18006808,NCF1
2942,HER2_Immune_PCA_18006808,LOC728392
2943,IR7_score,C1QA
2944,IR7_score,IGLC2
2945,IR7_score,LY9
2946,IR7_score,TNFRSF17
2947,IR7_score,SPP1
2948,IR7_score,XCL2
2949,IR7_score,HLA-F
2950,Buck14_score,CXCL13
2951,Buck14_score,CLIC5
2952,Buck14_score,RGS4
2953,Buck14_score,RPS28
2954,Buck14_score,RFX7
2955,Buck14_score,EXOC7
2956,Buck14_score,HAPLN1
2957,Buck14_score,ZNF3
2958,Buck14_score,SSX3
2959,Buck14_score,HRBL
2960,Buck14_score,PRRG3
2961,Buck14_score,ABO
2962,Buck14_score,PRTN3
2963,Buck14_score,MATN1
2964,TAMsurr_score,CXCL10
2965,TAMsurr_score,CXCL11
2966,TAMsurr_score,CCL8
2967,TAMsurr_score,LAMP3
2968,Immune_NSCLC_score,C3orf41
2969,Immune_NSCLC_score,C1orf24
2970,Immune_NSCLC_score,PLEK
2971,Immune_NSCLC_score,RHOH
2972,Immune_NSCLC_score,PSCDBP
2973,Immune_NSCLC_score,TCEA2
2974,Immune_NSCLC_score,FLJ21963
2975,Immune_NSCLC_score,CLEC4E
2976,Immune_NSCLC_score,USP51
2977,Immune_NSCLC_score,WFDC10B
2978,Immune_NSCLC_score,IGH@
2979,Immune_NSCLC_score,SLC4A3
2980,Immune_NSCLC_score,CD53
2981,Immune_NSCLC_score,LOC401431
2982,Immune_NSCLC_score,SCFV
2983,Immune_NSCLC_score,THRAP2
2984,Immune_NSCLC_score,PRDM13
2985,Immune_NSCLC_score,OBSL1
2986,Immune_NSCLC_score,C7orf40
2987,Immune_NSCLC_score,TAGAP
2988,Immune_NSCLC_score,MGC11271
2989,Immune_NSCLC_score,IGLV6-57
2990,Immune_NSCLC_score,CD38
2991,Immune_NSCLC_score,FKBP9
2992,Immune_NSCLC_score,ADAMTSL2
2993,Immune_NSCLC_score,CD48
2994,Immune_NSCLC_score,GNPTAB
2995,Immune_NSCLC_score,DHRS8
2996,Immune_NSCLC_score,LOC388886
2997,Immune_NSCLC_score,CNIH3
2998,Immune_NSCLC_score,PSMA6
2999,Immune_NSCLC_score,CCRK
3000,Immune_NSCLC_score,SHROOM1
3001,Immune_NSCLC_score,GPSM1
3002,Immune_NSCLC_score,TRO
3003,Immune_NSCLC_score,GSTT2
3004,Immune_NSCLC_score,NQO2
3005,Immune_NSCLC_score,EAF2
3006,Immune_NSCLC_score,MUM1L1
3007,Immune_NSCLC_score,MUC4
3008,Immune_NSCLC_score,C13orf21
3009,Immune_NSCLC_score,PABPC1
3010,Immune_NSCLC_score,PLA2G7
3011,Immune_NSCLC_score,PARK2
3012,Immune_NSCLC_score,AOAH
3013,Immune_NSCLC_score,IGL@
3014,Immune_NSCLC_score,LOC642480
3015,Immune_NSCLC_score,TMSB4X
3016,Immune_NSCLC_score,LOC390712
3017,Immune_NSCLC_score,ACOT8
3018,Immune_NSCLC_score,GIMAP7
3019,Immune_NSCLC_score,LOC375010
3020,Immune_NSCLC_score,ASAH1
3021,Immune_NSCLC_score,TRIM45
3022,Immune_NSCLC_score,C2orf30
3023,Immune_NSCLC_score,EXT2
3024,Immune_NSCLC_score,IFI6
3025,Immune_NSCLC_score,KCNE3
3026,Immune_NSCLC_score,CTSF
3027,Immune_NSCLC_score,SULT1C1
3028,Immune_NSCLC_score,RASL11B
3029,Immune_NSCLC_score,LOC148898
3030,Immune_NSCLC_score,HMGCL
3031,Immune_NSCLC_score,IGHA1
3032,Immune_NSCLC_score,C1QTNF3
3033,Immune_NSCLC_score,C20orf46
3034,Immune_NSCLC_score,IL11RA
3035,Immune_NSCLC_score,ADRA2C
3036,Immune_NSCLC_score,IGKC
3037,Immune_NSCLC_score,CEACAM5
3038,Immune_NSCLC_score,PURB
3039,Immune_NSCLC_score,TPD52
3040,Module3_IFN_score,IFI44
3041,Module3_IFN_score,IFI44L
3042,Module3_IFN_score,DDX58
3043,Module3_IFN_score,IFI6
3044,Module3_IFN_score,IFI27
3045,Module3_IFN_score,IFIT2
3046,Module3_IFN_score,IFIT1
3047,Module3_IFN_score,IFIT3
3048,Module3_IFN_score,CXCL10
3049,Module3_IFN_score,MX1
3050,Module3_IFN_score,OAS1
3051,Module3_IFN_score,OAS2
3052,Module3_IFN_score,OAS3
3053,Module3_IFN_score,HERC5
3054,Module3_IFN_score,SAMD9
3055,Module3_IFN_score,HERC6
3056,Module3_IFN_score,DDX60
3057,Module3_IFN_score,RTP4
3058,Module3_IFN_score,IFIH1
3059,Module3_IFN_score,STAT1
3060,Module3_IFN_score,TAP1
3061,Module3_IFN_score,OASL
3062,Module3_IFN_score,RSAD2
3063,Module3_IFN_score,ISG15
3064,Module4_TcellBcell_score,CD96
3065,Module4_TcellBcell_score,CD52
3066,Module4_TcellBcell_score,SEMA4D
3067,Module4_TcellBcell_score,CXCL13
3068,Module4_TcellBcell_score,SP140
3069,Module4_TcellBcell_score,CCR7
3070,Module4_TcellBcell_score,CTSW
3071,Module4_TcellBcell_score,DOCK2
3072,Module4_TcellBcell_score,EVI2B
3073,Module4_TcellBcell_score,FCN1
3074,Module4_TcellBcell_score,KLRK1
3075,Module4_TcellBcell_score,FLI1
3076,Module4_TcellBcell_score,PLCL2
3077,Module4_TcellBcell_score,FYB
3078,Module4_TcellBcell_score,IPCEF1
3079,Module4_TcellBcell_score,PPP1R16B
3080,Module4_TcellBcell_score,CCDC69
3081,Module4_TcellBcell_score,STAP1
3082,Module4_TcellBcell_score,GPR18
3083,Module4_TcellBcell_score,ICOS
3084,Module4_TcellBcell_score,GPR171
3085,Module4_TcellBcell_score,GZMA
3086,Module4_TcellBcell_score,GZMB
3087,Module4_TcellBcell_score,GZMK
3088,Module4_TcellBcell_score,IGJ
3089,Module4_TcellBcell_score,IL2RB
3090,Module4_TcellBcell_score,IL2RG
3091,Module4_TcellBcell_score,IL7R
3092,Module4_TcellBcell_score,ITGA4
3093,Module4_TcellBcell_score,ITK
3094,Module4_TcellBcell_score,KLRB1
3095,Module4_TcellBcell_score,LCK
3096,Module4_TcellBcell_score,LGALS2
3097,Module4_TcellBcell_score,LRMP
3098,Module4_TcellBcell_score,LTB
3099,Module4_TcellBcell_score,SH2D1A
3100,Module4_TcellBcell_score,CXCL9
3101,Module4_TcellBcell_score,NCF4
3102,Module4_TcellBcell_score,GIMAP6
3103,Module4_TcellBcell_score,IL21R
3104,Module4_TcellBcell_score,TRAT1
3105,Module4_TcellBcell_score,PLAC8
3106,Module4_TcellBcell_score,UBASH3A
3107,Module4_TcellBcell_score,POU2AF1
3108,Module4_TcellBcell_score,RHOF
3109,Module4_TcellBcell_score,LAX1
3110,Module4_TcellBcell_score,BANK1
3111,Module4_TcellBcell_score,SIRPG
3112,Module4_TcellBcell_score,PRF1
3113,Module4_TcellBcell_score,DOCK10
3114,Module4_TcellBcell_score,PRKCB
3115,Module4_TcellBcell_score,CRTAM
3116,Module4_TcellBcell_score,PTGDS
3117,Module4_TcellBcell_score,PTPRC
3118,Module4_TcellBcell_score,PTPRCAP
3119,Module4_TcellBcell_score,TNFRSF17
3120,Module4_TcellBcell_score,CCL19
3121,Module4_TcellBcell_score,SELL
3122,Module4_TcellBcell_score,BCL11B
3123,Module4_TcellBcell_score,SLAMF1
3124,Module4_TcellBcell_score,TNFRSF1B
3125,Module4_TcellBcell_score,CCR2
3126,Module4_TcellBcell_score,TRAF3IP3
3127,Module4_TcellBcell_score,TCL1A
3128,Module4_TcellBcell_score,VNN2
3129,Module4_TcellBcell_score,PSTPIP1
3130,Module4_TcellBcell_score,CD2
3131,Module4_TcellBcell_score,CD3G
3132,Module4_TcellBcell_score,CD247
3133,Module4_TcellBcell_score,CD7
3134,Module4_TcellBcell_score,CD8A
3135,Module4_TcellBcell_score,CD19
3136,Module4_TcellBcell_score,MS4A1
3137,Module4_TcellBcell_score,CD27
3138,Module4_TcellBcell_score,AIM2
3139,Module4_TcellBcell_score,CD37
3140,Module4_TcellBcell_score,CYTIP
3141,Module4_TcellBcell_score,CD69
3142,Module4_TcellBcell_score,CD79A
3143,Module4_TcellBcell_score,FAM65B
3144,Module4_TcellBcell_score,KIAA0125
3145,Module4_TcellBcell_score,P2RY14
3146,Module5_TcellBcell_score,IGSF6
3147,Module5_TcellBcell_score,LILRB2
3148,Module5_TcellBcell_score,BTN3A3
3149,Module5_TcellBcell_score,UBD
3150,Module5_TcellBcell_score,CXCL13
3151,Module5_TcellBcell_score,GNLY
3152,Module5_TcellBcell_score,CXCR6
3153,Module5_TcellBcell_score,CTSC
3154,Module5_TcellBcell_score,HCP5
3155,Module5_TcellBcell_score,PIM2
3156,Module5_TcellBcell_score,SP140
3157,Module5_TcellBcell_score,CCR7
3158,Module5_TcellBcell_score,CTSS
3159,Module5_TcellBcell_score,CYBB
3160,Module5_TcellBcell_score,FCN1
3161,Module5_TcellBcell_score,TFEC
3162,Module5_TcellBcell_score,SEL1L3
3163,Module5_TcellBcell_score,FYB
3164,Module5_TcellBcell_score,GBP1
3165,Module5_TcellBcell_score,LAMP3
3166,Module5_TcellBcell_score,ADAMDEC1
3167,Module5_TcellBcell_score,GPR18
3168,Module5_TcellBcell_score,ICOS
3169,Module5_TcellBcell_score,GPR171
3170,Module5_TcellBcell_score,GZMH
3171,Module5_TcellBcell_score,GZMB
3172,Module5_TcellBcell_score,GZMK
3173,Module5_TcellBcell_score,BIRC3
3174,Module5_TcellBcell_score,IFNG
3175,Module5_TcellBcell_score,IL2RG
3176,Module5_TcellBcell_score,IL15
3177,Module5_TcellBcell_score,IDO1
3178,Module5_TcellBcell_score,CXCL10
3179,Module5_TcellBcell_score,IRF1
3180,Module5_TcellBcell_score,ISG20
3181,Module5_TcellBcell_score,ITK
3182,Module5_TcellBcell_score,LAG3
3183,Module5_TcellBcell_score,LCK
3184,Module5_TcellBcell_score,LYN
3185,Module5_TcellBcell_score,CXCL9
3186,Module5_TcellBcell_score,NKG7
3187,Module5_TcellBcell_score,TRAT1
3188,Module5_TcellBcell_score,MGC29506
3189,Module5_TcellBcell_score,PLAC8
3190,Module5_TcellBcell_score,POU2AF1
3191,Module5_TcellBcell_score,CRTAM
3192,Module5_TcellBcell_score,SLAMF8
3193,Module5_TcellBcell_score,PSMB9
3194,Module5_TcellBcell_score,PTPN7
3195,Module5_TcellBcell_score,SLAMF7
3196,Module5_TcellBcell_score,BCL2A1
3197,Module5_TcellBcell_score,TNFRSF17
3198,Module5_TcellBcell_score,CCL5
3199,Module5_TcellBcell_score,CCL8
3200,Module5_TcellBcell_score,CCL13
3201,Module5_TcellBcell_score,CCL18
3202,Module5_TcellBcell_score,CCL19
3203,Module5_TcellBcell_score,CXCL11
3204,Module5_TcellBcell_score,SELL
3205,Module5_TcellBcell_score,SAMSN1
3206,Module5_TcellBcell_score,RTP4
3207,Module5_TcellBcell_score,CLEC7A
3208,Module5_TcellBcell_score,TAP1
3209,Module5_TcellBcell_score,WARS
3210,Module5_TcellBcell_score,PLA2G7
3211,Module5_TcellBcell_score,ZBED2
3212,Module5_TcellBcell_score,NPL
3213,Module5_TcellBcell_score,RUNX3
3214,Module5_TcellBcell_score,VNN2
3215,Module5_TcellBcell_score,CD3G
3216,Module5_TcellBcell_score,IL32
3217,Module5_TcellBcell_score,CD8B
3218,Module5_TcellBcell_score,CD19
3219,Module5_TcellBcell_score,CD86
3220,Module5_TcellBcell_score,AIM2
3221,Module5_TcellBcell_score,CD38
3222,Module5_TcellBcell_score,CYTIP
3223,Module5_TcellBcell_score,LOC96610
3224,Module5_TcellBcell_score,CD69
3225,Module5_TcellBcell_score,CD79A
3226,Module11_Prolif_score,CDKN3
3227,Module11_Prolif_score,NDC80
3228,Module11_Prolif_score,RNASEH2A
3229,Module11_Prolif_score,CENPA
3230,Module11_Prolif_score,SMC2
3231,Module11_Prolif_score,CENPE
3232,Module11_Prolif_score,RAD51AP1
3233,Module11_Prolif_score,PLK4
3234,Module11_Prolif_score,NMU
3235,Module11_Prolif_score,KIF2C
3236,Module11_Prolif_score,TMSB15A
3237,Module11_Prolif_score,UBE2C
3238,Module11_Prolif_score,CHEK1
3239,Module11_Prolif_score,ZWINT
3240,Module11_Prolif_score,OIP5
3241,Module11_Prolif_score,CRABP1
3242,Module11_Prolif_score,ECT2
3243,Module11_Prolif_score,EIF4EBP1
3244,Module11_Prolif_score,EZH2
3245,Module11_Prolif_score,FEN1
3246,Module11_Prolif_score,HSPA4L
3247,Module11_Prolif_score,TPX2
3248,Module11_Prolif_score,FOXM1
3249,Module11_Prolif_score,NCAPH
3250,Module11_Prolif_score,PRAME
3251,Module11_Prolif_score,PDSS1
3252,Module11_Prolif_score,KIF4A
3253,Module11_Prolif_score,RAD54B
3254,Module11_Prolif_score,ASPM
3255,Module11_Prolif_score,FBXO5
3256,Module11_Prolif_score,ATAD2
3257,Module11_Prolif_score,RACGAP1
3258,Module11_Prolif_score,GPSM2
3259,Module11_Prolif_score,DONSON
3260,Module11_Prolif_score,HMMR
3261,Module11_Prolif_score,BIRC5
3262,Module11_Prolif_score,KIF11
3263,Module11_Prolif_score,LMNB1
3264,Module11_Prolif_score,MAD2L1
3265,Module11_Prolif_score,MCM4
3266,Module11_Prolif_score,MCM5
3267,Module11_Prolif_score,MKI67
3268,Module11_Prolif_score,MMP1
3269,Module11_Prolif_score,MYBL1
3270,Module11_Prolif_score,MYBL2
3271,Module11_Prolif_score,NEK2
3272,Module11_Prolif_score,NUSAP1
3273,Module11_Prolif_score,GTSE1
3274,Module11_Prolif_score,GINS2
3275,Module11_Prolif_score,PLK1
3276,Module11_Prolif_score,FAM64A
3277,Module11_Prolif_score,ERCC6L
3278,Module11_Prolif_score,NCAPG2
3279,Module11_Prolif_score,CEP55
3280,Module11_Prolif_score,FANCI
3281,Module11_Prolif_score,HJURP
3282,Module11_Prolif_score,MCM10
3283,Module11_Prolif_score,DEPDC1
3284,Module11_Prolif_score,C1orf112
3285,Module11_Prolif_score,CENPN
3286,Module11_Prolif_score,PBK
3287,Module11_Prolif_score,KIF15
3288,Module11_Prolif_score,CIAPIN1
3289,Module11_Prolif_score,ACTR3B
3290,Module11_Prolif_score,GPR126
3291,Module11_Prolif_score,SPC25
3292,Module11_Prolif_score,RAD21
3293,Module11_Prolif_score,RFC3
3294,Module11_Prolif_score,RFC4
3295,Module11_Prolif_score,RRM2
3296,Module11_Prolif_score,NCAPG
3297,Module11_Prolif_score,STIL
3298,Module11_Prolif_score,SKP2
3299,Module11_Prolif_score,SOX11
3300,Module11_Prolif_score,SQLE
3301,Module11_Prolif_score,AURKA
3302,Module11_Prolif_score,TAF2
3303,Module11_Prolif_score,TARS
3304,Module11_Prolif_score,BUB1B
3305,Module11_Prolif_score,TK1
3306,Module11_Prolif_score,TMPO
3307,Module11_Prolif_score,TOP2A
3308,Module11_Prolif_score,PHLDA2
3309,Module11_Prolif_score,TTK
3310,Module11_Prolif_score,LRP8
3311,Module11_Prolif_score,DSCC1
3312,Module11_Prolif_score,MLF1IP
3313,Module11_Prolif_score,E2F8
3314,Module11_Prolif_score,SHCBP1
3315,Module11_Prolif_score,SLC7A5
3316,Module11_Prolif_score,ANP32E
3317,Module11_Prolif_score,KIF18A
3318,Module11_Prolif_score,CDC7
3319,Module11_Prolif_score,CDC45
3320,Module11_Prolif_score,RAD54L
3321,Module11_Prolif_score,TTF2
3322,Module11_Prolif_score,PIR
3323,Module11_Prolif_score,ACTL6A
3324,Module11_Prolif_score,GGH
3325,Module11_Prolif_score,CCNA2
3326,Module11_Prolif_score,CCNB1
3327,Module11_Prolif_score,PRC1
3328,Module11_Prolif_score,CCNB2
3329,Module11_Prolif_score,CCNE2
3330,Module11_Prolif_score,EXO1
3331,Module11_Prolif_score,AURKB
3332,Module11_Prolif_score,PTTG1
3333,Module11_Prolif_score,TRIP13
3334,Module11_Prolif_score,KIF23
3335,Module11_Prolif_score,APOBEC3B
3336,Module11_Prolif_score,MTFR1
3337,Module11_Prolif_score,ESPL1
3338,Module11_Prolif_score,DLGAP5
3339,Module11_Prolif_score,CDK1
3340,Module11_Prolif_score,MELK
3341,Module11_Prolif_score,GINS1
3342,Module11_Prolif_score,CDC6
3343,Module11_Prolif_score,CDC20
3344,Module11_Prolif_score,NCAPD2
3345,Module11_Prolif_score,KIF14
3346,GP11_Immune_IFN,Minterferon_Cluster_21214954
3347,GP11_Immune_IFN,ZHANG_INTERFERON_RESPONSE
3348,GP2_ImmuneTcellBcell_score,KEGG_HEMATOPOEITIC_CELL_LINEAGE
3349,GP2_ImmuneTcellBcell_score,REACTOME_SIGNALING_IN_IMMUNE_SYSTEM
3350,CD8_CD68_ratio,CD8A
3351,CD8_CD68_ratio,CD68
3352,TAMsurr_TcClassII_ratio,CXCL10
3353,TAMsurr_TcClassII_ratio,CXCL11
3354,TAMsurr_TcClassII_ratio,CCL8
3355,TAMsurr_TcClassII_ratio,LAMP3
3356,TAMsurr_TcClassII_ratio,CD2
3357,TAMsurr_TcClassII_ratio,CD3G
3358,TAMsurr_TcClassII_ratio,CD8A
3359,TAMsurr_TcClassII_ratio,IFNG
3360,TAMsurr_TcClassII_ratio,TNF
3361,TAMsurr_TcClassII_ratio,GZMB
3362,TAMsurr_TcClassII_ratio,GZMH
3363,TAMsurr_TcClassII_ratio,PRF1
3364,TAMsurr_TcClassII_ratio,ZAP70
3365,TAMsurr_TcClassII_ratio,HLA-DMA
3366,TAMsurr_TcClassII_ratio,HLA-DOA
3367,TAMsurr_TcClassII_ratio,HLA-DOB
3368,TAMsurr_TcClassII_ratio,HLA-DPA1
3369,TAMsurr_TcClassII_ratio,HLA-DPB1
3370,TAMsurr_TcClassII_ratio,HLA-DQA1
3371,TAMsurr_TcClassII_ratio,HLA-DQB1
3372,TAMsurr_TcClassII_ratio,HLA-DQB2
3373,TAMsurr_TcClassII_ratio,HLA-DRA
3374,TAMsurr_TcClassII_ratio,HLA-DRB1
3375,TAMsurr_TcClassII_ratio,HLA-DRB2
3376,TAMsurr_TcClassII_ratio,HLA-DRB3
3377,TAMsurr_TcClassII_ratio,HLA-DRB4
3378,TAMsurr_TcClassII_ratio,HLA-DRB5
3379,TAMsurr_TcClassII_ratio,HLA-DRB6
3380,TAMsurr_TcClassII_ratio,CIITA
3381,TAMsurr_TcClassII_ratio,CD74
3382,CHANG_CORE_SERUM_RESPONSE_UP,CEP78
3383,CHANG_CORE_SERUM_RESPONSE_UP,LSM3
3384,CHANG_CORE_SERUM_RESPONSE_UP,LRRC40
3385,CHANG_CORE_SERUM_RESPONSE_UP,STK17A
3386,CHANG_CORE_SERUM_RESPONSE_UP,RPN1
3387,CHANG_CORE_SERUM_RESPONSE_UP,JUNB
3388,CHANG_CORE_SERUM_RESPONSE_UP,NUP85
3389,CHANG_CORE_SERUM_RESPONSE_UP,FLNC
3390,CHANG_CORE_SERUM_RESPONSE_UP,HMGN2
3391,CHANG_CORE_SERUM_RESPONSE_UP,RPP40
3392,CHANG_CORE_SERUM_RESPONSE_UP,UQCR10
3393,CHANG_CORE_SERUM_RESPONSE_UP,AIMP2
3394,CHANG_CORE_SERUM_RESPONSE_UP,CHEK1
3395,CHANG_CORE_SERUM_RESPONSE_UP,VTA1
3396,CHANG_CORE_SERUM_RESPONSE_UP,EXOSC8
3397,CHANG_CORE_SERUM_RESPONSE_UP,CENPO
3398,CHANG_CORE_SERUM_RESPONSE_UP,PNO1
3399,CHANG_CORE_SERUM_RESPONSE_UP,SLC16A1
3400,CHANG_CORE_SERUM_RESPONSE_UP,WDR77
3401,CHANG_CORE_SERUM_RESPONSE_UP,UBE2J1
3402,CHANG_CORE_SERUM_RESPONSE_UP,NOP16
3403,CHANG_CORE_SERUM_RESPONSE_UP,NUDT1
3404,CHANG_CORE_SERUM_RESPONSE_UP,SMC2
3405,CHANG_CORE_SERUM_RESPONSE_UP,SLC25A5
3406,CHANG_CORE_SERUM_RESPONSE_UP,NUPL1
3407,CHANG_CORE_SERUM_RESPONSE_UP,DLEU2
3408,CHANG_CORE_SERUM_RESPONSE_UP,PDAP1
3409,CHANG_CORE_SERUM_RESPONSE_UP,CCBL2
3410,CHANG_CORE_SERUM_RESPONSE_UP,COX17
3411,CHANG_CORE_SERUM_RESPONSE_UP,BCCIP
3412,CHANG_CORE_SERUM_RESPONSE_UP,PLG
3413,CHANG_CORE_SERUM_RESPONSE_UP,RGS8
3414,CHANG_CORE_SERUM_RESPONSE_UP,SNRPC
3415,CHANG_CORE_SERUM_RESPONSE_UP,PLK4
3416,CHANG_CORE_SERUM_RESPONSE_UP,NUTF2
3417,CHANG_CORE_SERUM_RESPONSE_UP,LSM4
3418,CHANG_CORE_SERUM_RESPONSE_UP,SMS
3419,CHANG_CORE_SERUM_RESPONSE_UP,EBNA1BP2
3420,CHANG_CORE_SERUM_RESPONSE_UP,C13orf27
3421,CHANG_CORE_SERUM_RESPONSE_UP,VDAC1
3422,CHANG_CORE_SERUM_RESPONSE_UP,PSMD14
3423,CHANG_CORE_SERUM_RESPONSE_UP,MYCBP
3424,CHANG_CORE_SERUM_RESPONSE_UP,SMURF2
3425,CHANG_CORE_SERUM_RESPONSE_UP,GNG11
3426,CHANG_CORE_SERUM_RESPONSE_UP,F3
3427,CHANG_CORE_SERUM_RESPONSE_UP,IL7R
3428,CHANG_CORE_SERUM_RESPONSE_UP,BRIP1
3429,CHANG_CORE_SERUM_RESPONSE_UP,HNRNPA2B1
3430,CHANG_CORE_SERUM_RESPONSE_UP,DCK
3431,CHANG_CORE_SERUM_RESPONSE_UP,ALKBH7
3432,CHANG_CORE_SERUM_RESPONSE_UP,HN1L
3433,CHANG_CORE_SERUM_RESPONSE_UP,MSN
3434,CHANG_CORE_SERUM_RESPONSE_UP,TPM1
3435,CHANG_CORE_SERUM_RESPONSE_UP,HYLS1
3436,CHANG_CORE_SERUM_RESPONSE_UP,HAUS1
3437,CHANG_CORE_SERUM_RESPONSE_UP,NUP93
3438,CHANG_CORE_SERUM_RESPONSE_UP,SNRPE
3439,CHANG_CORE_SERUM_RESPONSE_UP,ITGA6
3440,CHANG_CORE_SERUM_RESPONSE_UP,CENPN
3441,CHANG_CORE_SERUM_RESPONSE_UP,C11orf24
3442,CHANG_CORE_SERUM_RESPONSE_UP,GGH
3443,CHANG_CORE_SERUM_RESPONSE_UP,PFKP
3444,CHANG_CORE_SERUM_RESPONSE_UP,FARSA
3445,CHANG_CORE_SERUM_RESPONSE_UP,EIF2AK1
3446,CHANG_CORE_SERUM_RESPONSE_UP,CENPW
3447,CHANG_CORE_SERUM_RESPONSE_UP,TUBA4A
3448,CHANG_CORE_SERUM_RESPONSE_UP,TRA2B
3449,CHANG_CORE_SERUM_RESPONSE_UP,UMPS
3450,CHANG_CORE_SERUM_RESPONSE_UP,MRTO4
3451,CHANG_CORE_SERUM_RESPONSE_UP,NUDT15
3452,CHANG_CORE_SERUM_RESPONSE_UP,PGM2
3453,CHANG_CORE_SERUM_RESPONSE_UP,DBNDD1
3454,CHANG_CORE_SERUM_RESPONSE_UP,SNRPB
3455,CHANG_CORE_SERUM_RESPONSE_UP,MNAT1
3456,CHANG_CORE_SERUM_RESPONSE_UP,NUP35
3457,CHANG_CORE_SERUM_RESPONSE_UP,TCEB1
3458,CHANG_CORE_SERUM_RESPONSE_UP,HSPB11
3459,CHANG_CORE_SERUM_RESPONSE_UP,C19orf48
3460,CHANG_CORE_SERUM_RESPONSE_UP,ID3
3461,CHANG_CORE_SERUM_RESPONSE_UP,IPO4
3462,CHANG_CORE_SERUM_RESPONSE_UP,FARSB
3463,CHANG_CORE_SERUM_RESPONSE_UP,EIF4G1
3464,CHANG_CORE_SERUM_RESPONSE_UP,SKA1
3465,CHANG_CORE_SERUM_RESPONSE_UP,MFSD11
3466,CHANG_CORE_SERUM_RESPONSE_UP,PLAUR
3467,CHANG_CORE_SERUM_RESPONSE_UP,MARVELD2
3468,CHANG_CORE_SERUM_RESPONSE_UP,MCM3
3469,CHANG_CORE_SERUM_RESPONSE_UP,DHFR
3470,CHANG_CORE_SERUM_RESPONSE_UP,RNF41
3471,CHANG_CORE_SERUM_RESPONSE_UP,ID2
3472,CHANG_CORE_SERUM_RESPONSE_UP,H2AFZ
3473,CHANG_CORE_SERUM_RESPONSE_UP,CDK2
3474,CHANG_CORE_SERUM_RESPONSE_UP,NCLN
3475,CHANG_CORE_SERUM_RESPONSE_UP,ZWILCH
3476,CHANG_CORE_SERUM_RESPONSE_UP,DYNLT1
3477,CHANG_CORE_SERUM_RESPONSE_UP,C16orf61
3478,CHANG_CORE_SERUM_RESPONSE_UP,SLC25A40
3479,CHANG_CORE_SERUM_RESPONSE_UP,RHOC
3480,CHANG_CORE_SERUM_RESPONSE_UP,CCT5
3481,CHANG_CORE_SERUM_RESPONSE_UP,PDIA4
3482,CHANG_CORE_SERUM_RESPONSE_UP,SNRPA
3483,CHANG_CORE_SERUM_RESPONSE_UP,RBM14
3484,CHANG_CORE_SERUM_RESPONSE_UP,PDLIM7
3485,CHANG_CORE_SERUM_RESPONSE_UP,PITPNC1
3486,CHANG_CORE_SERUM_RESPONSE_UP,TPM3
3487,CHANG_CORE_SERUM_RESPONSE_UP,CORO1C
3488,CHANG_CORE_SERUM_RESPONSE_UP,ERLIN1
3489,CHANG_CORE_SERUM_RESPONSE_UP,PAICS
3490,CHANG_CORE_SERUM_RESPONSE_UP,TPRKB
3491,CHANG_CORE_SERUM_RESPONSE_UP,SKA2
3492,CHANG_CORE_SERUM_RESPONSE_UP,MYBL1
3493,CHANG_CORE_SERUM_RESPONSE_UP,SH3BP5L
3494,CHANG_CORE_SERUM_RESPONSE_UP,BRCA2
3495,CHANG_CORE_SERUM_RESPONSE_UP,SAR1A
3496,CHANG_CORE_SERUM_RESPONSE_UP,POLR3K
3497,CHANG_CORE_SERUM_RESPONSE_UP,MRPS28
3498,CHANG_CORE_SERUM_RESPONSE_UP,NUP107
3499,CHANG_CORE_SERUM_RESPONSE_UP,TUBG1
3500,CHANG_CORE_SERUM_RESPONSE_UP,PNN
3501,CHANG_CORE_SERUM_RESPONSE_UP,FAM167A
3502,CHANG_CORE_SERUM_RESPONSE_UP,RFC3
