,SetName,Gene
1,Angiogenesis,CDH5
2,Angiogenesis,ELTD1
3,Angiogenesis,CLEC14A
4,Angiogenesis,LDB2
5,Angiogenesis,ECSCR
6,Angiogenesis,MYCT1
7,Angiogenesis,RHOJ
8,Angiogenesis,VWF
9,Angiogenesis,TIE1
10,Angiogenesis,KDR
11,Angiogenesis,ESAM
12,Angiogenesis,PTPRB
13,Angiogenesis,GPR116
14,Angiogenesis,SPARCL1
15,Angiogenesis,EMCN
16,Angiogenesis,ROBO4
17,Angiogenesis,ENG
18,Angiogenesis,TEK
19,Angiogenesis,S1PR1
20,Angiogenesis,A2M
21,Angiogenesis,JAM2
22,Angiogenesis,COL15A1
23,Angiogenesis,PECAM1
24,Angiogenesis,CALCRL
25,Angiogenesis,CLEC3B
26,Angiogenesis,PLVAP
27,Angiogenesis,RGS5
28,Angiogenesis,LRRC32
29,Angiogenesis,EBF1
30,Angiogenesis,ADCY4
31,Angiogenesis,ACVRL1
32,Angiogenesis,GPR124
33,Angiogenesis,APLNR
34,Angiogenesis,TM4SF18
35,Angiogenesis,GNG11
36,Angiogenesis,CNRIP1
37,Angiogenesis,ZNF423
38,Angiogenesis,GIMAP8
39,Angiogenesis,PDGFD
40,Angiogenesis,ITGA9
41,Angiogenesis,EDNRB
42,APM1,HLA-A
43,APM1,HLA-B
44,APM1,HLA-C
45,APM1,TAP1
46,APM1,TAP2
47,APM1,TAPBP
48,APM1,B2M
49,APM2,HLA-DMA
50,APM2,HLA-DMB
51,APM2,HLA-DOA
52,APM2,HLA-DOB
53,APM2,HLA-DPA1
54,APM2,HLA-DPB1
55,APM2,HLA-DPB2
56,APM2,HLA-DQA1
57,APM2,HLA-DQA2
58,APM2,HLA-DQB1
59,APM2,HLA-DQB2
60,APM2,HLA-DRA
61,APM2,HLA-DRB1
62,APM2,HLA-DRB5
63,APM2,HLA-DRB6
64,ICS5_score,CXCL13
65,ICS5_score,CLIC5
66,ICS5_score,HLA-F
67,ICS5_score,TNFRSF17
68,ICS5_score,XCL2
69,LIexpression_score,CCL5
70,LIexpression_score,CD19
71,LIexpression_score,CD37
72,LIexpression_score,CD3D
73,LIexpression_score,CD3E
74,LIexpression_score,CD3G
75,LIexpression_score,CD3Z
76,LIexpression_score,CD79A
77,LIexpression_score,CD79B
78,LIexpression_score,CD8A
79,LIexpression_score,CD8B1
80,LIexpression_score,IGHG3
81,LIexpression_score,IGJ
82,LIexpression_score,IGLC1
83,LIexpression_score,CD14
84,LIexpression_score,LCK
85,LIexpression_score,LTB
86,LIexpression_score,MS4A1
87,Chemokine12_score,CCL2
88,Chemokine12_score,CCL3
89,Chemokine12_score,CCL4
90,Chemokine12_score,CCL5
91,Chemokine12_score,CCL8
92,Chemokine12_score,CCL18
93,Chemokine12_score,CCL19
94,Chemokine12_score,CCL21
95,Chemokine12_score,CXCL9
96,Chemokine12_score,CXCL10
97,Chemokine12_score,CXCL11
98,Chemokine12_score,CXCL13
99,NHI_5gene_score,IGK@
100,NHI_5gene_score,GBP1
101,NHI_5gene_score,STAT1
102,NHI_5gene_score,IGLL5
103,NHI_5gene_score,OCLN
104,CD68,CD68
105,CD8A,CD8A
106,PD1_data,PDCD1
107,PDL1_data,CD274
108,PD1_PDL1_score,PDCD1
109,PD1_PDL1_score,CD274
110,CTLA4_data,CTLA4
111,Bcell_mg_IGJ,IGL@
112,Bcell_mg_IGJ,IGHM
113,Bcell_mg_IGJ,IGHG3
114,Bcell_mg_IGJ,IGHV1-69
115,Bcell_mg_IGJ,LOC652128
116,Bcell_mg_IGJ,IGKC
117,Bcell_mg_IGJ,IGLJ3
118,Bcell_mg_IGJ,IGJ
119,Bcell_mg_IGJ,IL8
120,Bcell_mg_IGJ,NTN2L
121,Bcell_mg_IGJ,CTA-246H3.1
122,Bcell_mg_IGJ,IGKV1D-13
123,Bcell_mg_IGJ,IFI6
124,Bcell_mg_IGJ,IGHA1
125,Bcell_mg_IGJ,IGKV1OR2-108
126,Bcell_mg_IGJ,IGKV1OR15-118
127,Bcell_receptors_score,CD19
128,Bcell_receptors_score,CD1C
129,Bcell_receptors_score,CD1D
130,Bcell_receptors_score,CD20
131,Bcell_receptors_score,CD200
132,Bcell_receptors_score,CD22
133,Bcell_receptors_score,CD24
134,Bcell_receptors_score,CD38
135,Bcell_receptors_score,CD72
136,Bcell_receptors_score,CD74
137,Bcell_receptors_score,CD79A
138,Bcell_receptors_score,CD79B
139,Bcell_receptors_score,CD83
140,Bcell_receptors_score,CD86
141,Bcell_receptors_score,FCGR2B
142,STAT1_score,STAT1
143,STAT1_score,CXCL10
144,STAT1_score,TAP1
145,STAT1_score,CXCL11
146,STAT1_score,INDO
147,STAT1_score,CXCL9
148,STAT1_score,MX1
149,STAT1_score,LAMP3
150,STAT1_score,ISG15
151,STAT1_score,RTP4
152,STAT1_score,HERC6
153,STAT1_score,IFI44L
154,STAT1_score,MX2
155,STAT1_score,IFIT3
156,STAT1_score,HERC5
157,STAT1_score,RSAD2
158,STAT1_score,DDX58
159,STAT1_score,CCL5
160,STAT1_score,ADAMDEC1
161,STAT1_score,CD2
162,STAT1_score,HCP5
163,STAT1_score,NMI
164,STAT1_score,SPOCK2
165,STAT1_score,CCL8
166,STAT1_score,TRIM22
167,STAT1_score,LYZ
168,STAT1_score,IRF1
169,STAT1_score,LAG3
170,STAT1_score,PSCDBP
171,STAT1_score,TFEC
172,STAT1_score,UBD
173,STAT1_score,SP140
174,STAT1_score,CTSC
175,STAT1_score,IFI6
176,STAT1_score,PLA2G7
177,STAT1_score,CD3G
178,STAT1_score,ECGF1
179,STAT1_score,PLAC8
180,STAT1_score,FGL2
181,STAT1_score,GZMK
182,STAT1_score,CD48
183,STAT1_score,STAT4
184,STAT1_score,GPR18
185,STAT1_score,P2RX5
186,STAT1_score,IFI30
187,STAT1_score,SH2D1A
188,STAT1_score,LAPTM5
189,STAT1_score,CD69
190,STAT1_score,PTPN7
191,STAT1_score,IRF8
192,STAT1_score,PIM2
193,STAT1_score,ETV7
194,STAT1_score,GPR171
195,STAT1_score,PSME1
196,STAT1_score,BIRC3
197,STAT1_score,FASLG
198,STAT1_score,IFITM1
199,STAT1_score,IFIT5
200,STAT1_score,ITGB2
201,STAT1_score,BTN3A2
202,STAT1_score,HCLS1
203,STAT1_score,SECTM1
204,STAT1_score,ARHGAP15
205,STAT1_score,KLRK1
206,STAT1_score,IGSF6
207,STAT1_score,EBI2
208,STAT1_score,SNX10
209,STAT1_score,BST2
210,STAT1_score,APOC1
211,STAT1_score,ZC3HAV1
212,STAT1_score,DDAH2
213,STAT1_score,LILRA4
214,STAT1_score,EBI3
215,STAT1_score,KLRC3
216,STAT1_score,CLEC4A
217,STAT1_score,CD40LG
218,STAT1_score,VAV1
219,STAT1_score,GLRX
220,STAT1_score,ACP5
221,STAT1_score,RFX5
222,STAT1_score,CECR1
223,STAT1_score,TRAF3
224,STAT1_score,RAB8A
225,STAT1_score,IL18
226,STAT1_score,EFNA1
227,STAT1_score,RASGRP1
228,STAT1_score,REC8L1
229,STAT1_score,CCRL2
230,STAT1_score,DNAL4
231,CSF1_response,CORO1A
232,CSF1_response,MNDA
233,CSF1_response,CCRL2
234,CSF1_response,SLC7A7
235,CSF1_response,HLA-DMA
236,CSF1_response,FYB
237,CSF1_response,RNASE6
238,CSF1_response,TLR2
239,CSF1_response,CTSC
240,CSF1_response,LILRB4
241,CSF1_response,PSCDBP
242,CSF1_response,CTSS
243,CSF1_response,RASSF4
244,CSF1_response,MSN
245,CSF1_response,CYBB
246,CSF1_response,LAPTM5
247,CSF1_response,DOCK2
248,CSF1_response,FCGR1A
249,CSF1_response,EVI2B
250,CSF1_response,ADCY7
251,CSF1_response,CD48
252,CSF1_response,ARHGAP15
253,CSF1_response,ARRB2
254,CSF1_response,SYK
255,CSF1_response,BTK
256,CSF1_response,TNFAIP3
257,CSF1_response,FCGR2A
258,CSF1_response,VSIG4
259,CSF1_response,FPRL2
260,CSF1_response,IL10RA
261,CSF1_response,IFI16
262,CSF1_response,ITGB2
263,CSF1_response,IL7R
264,CSF1_response,TBXAS1
265,CSF1_response,FMNL1
266,CSF1_response,FLI1
267,CSF1_response,RASSF2
268,CSF1_response,LYZ
269,CSF1_response,CD163
270,CSF1_response,CD97
271,CSF1_response,CCL2
272,CSF1_response,FCGR2B
273,CSF1_response,MERTK
274,CSF1_response,CD84
275,CSF1_response,CD53
276,CSF1_response,CD86
277,CSF1_response,HMHA1
278,CSF1_response,CTSL
279,CSF1_response,EVI2A
280,CSF1_response,TNFRSF1B
281,CSF1_response,CXCR4
282,CSF1_response,LCP1
283,CSF1_response,SAMHD1
284,CSF1_response,CPVL
285,CSF1_response,HLA-DRB1
286,CSF1_response,C13orf18
287,CSF1_response,GIMAP4
288,CSF1_response,SAMSN1
289,CSF1_response,PLCG2
290,CSF1_response,OSBPL3
291,CSF1_response,CD8A
292,CSF1_response,RUNX3
293,CSF1_response,FCGR3A
294,CSF1_response,AMPD3
295,CSF1_response,MYO1F
296,CSF1_response,CECR1
297,CSF1_response,LYN
298,CSF1_response,MPP1
299,CSF1_response,LRMP
300,CSF1_response,FGL2
301,CSF1_response,NCKAP1L
302,CSF1_response,HCLS1
303,CSF1_response,SELL
304,CSF1_response,CASP1
305,CSF1_response,SELPLG
306,CSF1_response,CD33
307,CSF1_response,GPNMB
308,CSF1_response,NCF2
309,CSF1_response,FNBP1
310,CSF1_response,IL18
311,CSF1_response,B2M
312,CSF1_response,SP140
313,CSF1_response,FCER1G
314,CSF1_response,LCP2
315,CSF1_response,LY86
316,CSF1_response,LAIR1
317,CSF1_response,IFI30
318,CSF1_response,TNFSF13B
319,CSF1_response,LST1
320,CSF1_response,FGR
321,CSF1_response,NPL
322,CSF1_response,PLEK
323,CSF1_response,CCL5
324,CSF1_response,PTPRC
325,CSF1_response,GNPTAB
326,CSF1_response,SLC1A3
327,CSF1_response,HCK
328,CSF1_response,NPC2
329,CSF1_response,C3AR1
330,CSF1_response,PIK3CG
331,CSF1_response,DAPK1
332,CSF1_response,ALOX5AP
333,CSF1_response,CSF1R
334,CSF1_response,CUGBP2
335,CSF1_response,APOE
336,CSF1_response,APOC1
337,CSF1_response,CD52
338,CSF1_response,LHFPL2
339,CSF1_response,C1orf54
340,CSF1_response,IKZF1
341,CSF1_response,SH2B3
342,CSF1_response,WIPF1
343,TcClassII_score,CD2
344,TcClassII_score,CD3G
345,TcClassII_score,CD8A
346,TcClassII_score,IFNG
347,TcClassII_score,TNF
348,TcClassII_score,GZMB
349,TcClassII_score,GZMH
350,TcClassII_score,PRF1
351,TcClassII_score,ZAP70
352,TcClassII_score,HLA-DMA
353,TcClassII_score,HLA-DOA
354,TcClassII_score,HLA-DOB
355,TcClassII_score,HLA-DPA1
356,TcClassII_score,HLA-DPB1
357,TcClassII_score,HLA-DQA1
358,TcClassII_score,HLA-DQB1
359,TcClassII_score,HLA-DQB2
360,TcClassII_score,HLA-DRA
361,TcClassII_score,HLA-DRB1
362,TcClassII_score,HLA-DRB2
363,TcClassII_score,HLA-DRB3
364,TcClassII_score,HLA-DRB4
365,TcClassII_score,HLA-DRB5
366,TcClassII_score,HLA-DRB6
367,TcClassII_score,CIITA
368,TcClassII_score,CD74
369,IL12_score_21050467,CD3E
370,IL12_score_21050467,TRB@
371,IL12_score_21050467,IL12B
372,IL12_score_21050467,CD3Z
373,IL12_score_21050467,STAT4
374,IL12_score_21050467,IFNG
375,IL12_score_21050467,JAK2
376,IL12_score_21050467,IL12RB1
377,IL12_score_21050467,IL12RB2
378,IL12_score_21050467,MAPK14
379,IL12_score_21050467,TRA@
380,IL12_score_21050467,IL12A
381,IL12_score_21050467,MAP2K6
382,IL12_score_21050467,TYK2
383,IL12_score_21050467,JUN
384,IL12_score_21050467,IL18
385,IL12_score_21050467,CXCR3
386,IL12_score_21050467,CD3G
387,IL12_score_21050467,ETV5
388,IL12_score_21050467,CCR5
389,IL12_score_21050467,CD3D
390,IL12_score_21050467,MAPK8
391,IL12_score_21050467,IL18R1
392,IL4_score_21050467,JAK3
393,IL4_score_21050467,GRB2
394,IL4_score_21050467,STAT6
395,IL4_score_21050467,SHC1
396,IL4_score_21050467,IL4
397,IL4_score_21050467,IL4R
398,IL4_score_21050467,AKT1
399,IL4_score_21050467,IRS1
400,IL4_score_21050467,IL2RG
401,IL4_score_21050467,JAK1
402,IL4_score_21050467,RPS6KB1
403,IL2_score_21050467,RAF1
404,IL2_score_21050467,IL2
405,IL2_score_21050467,STAT5A
406,IL2_score_21050467,IL2RB
407,IL2_score_21050467,SOS1
408,IL2_score_21050467,GRB2
409,IL2_score_21050467,STAT5B
410,IL2_score_21050467,HRAS
411,IL2_score_21050467,LCK
412,IL2_score_21050467,JUN
413,IL2_score_21050467,MAPK3
414,IL2_score_21050467,IL2RG
415,IL2_score_21050467,JAK1
416,IL2_score_21050467,JAK3
417,IL2_score_21050467,CSNK2A1
418,IL2_score_21050467,MAP2K1
419,IL2_score_21050467,FOS
420,IL2_score_21050467,SHC1
421,IL2_score_21050467,SYK
422,IL2_score_21050467,ELK1
423,IL2_score_21050467,IL2RA
424,IL2_score_21050467,MAPK8
425,IL13_score_21050467,IL13
426,IL13_score_21050467,IL13RA2
427,IL13_score_21050467,JAK2
428,IL13_score_21050467,IL13RA1
429,IL13_score_21050467,TYK2
430,IL13_score_21050467,IL4R
431,IL13_score_21050467,JAK1
432,IFNG_score_21050467,MAP3K10
433,IFNG_score_21050467,CSRP3
434,IFNG_score_21050467,FOSL1
435,IFNG_score_21050467,SKP1A
436,IFNG_score_21050467,HLA-B
437,IFNG_score_21050467,SF3A1
438,IFNG_score_21050467,XRCC6
439,IFNG_score_21050467,CEBPD
440,IFNG_score_21050467,HLA-A
441,IFNG_score_21050467,NMI
442,IFNG_score_21050467,IFI35
443,IFNG_score_21050467,HIF3A
444,IFNG_score_21050467,TAS2R5
445,IFNG_score_21050467,C1S
446,IFNG_score_21050467,SHFM1
447,IFNG_score_21050467,COL16A1
448,IFNG_score_21050467,PSME1
449,IFNG_score_21050467,IFITM1
450,IFNG_score_21050467,CYCS
451,IFNG_score_21050467,BAK1
452,IFNG_score_21050467,EPS15
453,IFNG_score_21050467,GBP1
454,IFNG_score_21050467,FAS
455,IFNG_score_21050467,PML
456,IFNG_score_21050467,HADH
457,IFNG_score_21050467,EIF2B1
458,IFNG_score_21050467,HLA-E
459,IFNG_score_21050467,HADHB
460,IFNG_score_21050467,IRF1
461,IFNG_score_21050467,ADAR
462,IFNG_score_21050467,IFIT3
463,IFNG_score_21050467,SDCBP
464,IFNG_score_21050467,ATP6V0B
465,IFNG_score_21050467,ZFP36L2
466,IFNG_score_21050467,TRIM21
467,IFNG_score_21050467,PRAME
468,IFNG_score_21050467,ELK4
469,IFNG_score_21050467,BBC3
470,IFNG_score_21050467,PSMB10
471,IFNG_score_21050467,CASP8
472,IFNG_score_21050467,PHLDA1
473,IFNG_score_21050467,PPP3CA
474,IFNG_score_21050467,BTG1
475,IFNG_score_21050467,RBBP4
476,IFNG_score_21050467,PMAIP1
477,IFNG_score_21050467,TEAD4
478,IFNG_score_21050467,SRP9
479,IFNG_score_21050467,ISG15
480,IFNG_score_21050467,BST2
481,IFNG_score_21050467,PYHIN1
482,IFNG_score_21050467,IL15RA
483,IFNG_score_21050467,VEGFC
484,IFNG_score_21050467,RHOC
485,IFNG_score_21050467,PLOD2
486,IFNG_score_21050467,NULL
487,IFNG_score_21050467,STAT1
488,IFNG_score_21050467,PSMB8
489,IFNG_score_21050467,SFRS2
490,IFNG_score_21050467,VAT1
491,IFNG_score_21050467,PARP1
492,IFNG_score_21050467,ICAM1
493,IFNG_score_21050467,TAP1
494,IFNG_score_21050467,IL6
495,IFNG_score_21050467,BAG1
496,TGFB_score_21050467,MMP3
497,TGFB_score_21050467,MARCKSL1
498,TGFB_score_21050467,IGF2R
499,TGFB_score_21050467,LAMB1
500,TGFB_score_21050467,SPARC
501,TGFB_score_21050467,FN1
502,TGFB_score_21050467,ITGA4
503,TGFB_score_21050467,SMO
504,TGFB_score_21050467,MMP19
505,TGFB_score_21050467,ITGB8
506,TGFB_score_21050467,ITGA5
507,TGFB_score_21050467,NID1
508,TGFB_score_21050467,TIMP1
509,TGFB_score_21050467,SEMA3F
510,TGFB_score_21050467,RHOQ
511,TGFB_score_21050467,CTNNB1
512,TGFB_score_21050467,MMP2
513,TGFB_score_21050467,SERPINE1
514,TGFB_score_21050467,EPHB2
515,TGFB_score_21050467,COL16A1
516,TGFB_score_21050467,EPHA2
517,TGFB_score_21050467,TNC
518,TGFB_score_21050467,JUP
519,TGFB_score_21050467,ITGA3
520,TGFB_score_21050467,TCF7L2
521,TGFB_score_21050467,COL3A1
522,TGFB_score_21050467,CDH6
523,TGFB_score_21050467,WNT2B
524,TGFB_score_21050467,ADAM9
525,TGFB_score_21050467,DSP
526,TGFB_score_21050467,HSPG2
527,TGFB_score_21050467,ARHGAP1
528,TGFB_score_21050467,ITGB5
529,TGFB_score_21050467,IGFBP5
530,TGFB_score_21050467,ARHGDIA
531,TGFB_score_21050467,LRP1
532,TGFB_score_21050467,IGFBP2
533,TGFB_score_21050467,CTNNA1
534,TGFB_score_21050467,LRRC17
535,TGFB_score_21050467,MMP14
536,TGFB_score_21050467,NEO1
537,TGFB_score_21050467,EFNA5
538,TGFB_score_21050467,ITGB3
539,TGFB_score_21050467,EPHB3
540,TGFB_score_21050467,CD44
541,TGFB_score_21050467,IGFBP4
542,TGFB_score_21050467,TNFRSF1A
543,TGFB_score_21050467,RAC1
544,TGFB_score_21050467,PXN
545,TGFB_score_21050467,PLAT
546,TGFB_score_21050467,COL8A1
547,TGFB_score_21050467,WNT8B
548,TGFB_score_21050467,IGFBP3
549,TGFB_score_21050467,RHOA
550,TGFB_score_21050467,EPHB4
551,TGFB_score_21050467,MMP1
552,TGFB_score_21050467,PAK1
553,TGFB_score_21050467,MTA1
554,TGFB_score_21050467,THBS2
555,TGFB_score_21050467,CSPG2
556,TGFB_score_21050467,MMP17
557,TGFB_score_21050467,CD59
558,TGFB_score_21050467,DVL3
559,TGFB_score_21050467,RHOB
560,TGFB_score_21050467,COL6A3
561,TGFB_score_21050467,NOTCH2
562,TGFB_score_21050467,BSG
563,TGFB_score_21050467,MMP11
564,TGFB_score_21050467,COL1A2
565,TGFB_score_21050467,ZYX
566,TGFB_score_21050467,RND3
567,TGFB_score_21050467,THBS1
568,TGFB_score_21050467,RHOG
569,TGFB_score_21050467,ICAM1
570,TGFB_score_21050467,LAMA4
571,TGFB_score_21050467,DVL1
572,TGFB_score_21050467,PAK2
573,TGFB_score_21050467,ITGB2
574,TGFB_score_21050467,COL6A1
575,TGFB_score_21050467,FGD1
576,TREM1_data,TREM1
577,DAP12_data,TYROBP
578,Tcell_receptors_score,CD3D
579,Tcell_receptors_score,CD3E
580,Tcell_receptors_score,CD3G
581,Tcell_receptors_score,CD3Z
582,IL8_21978456,CXCL1
583,IL8_21978456,CXCL8
584,IL8_21978456,CXCL2
585,IFN_21978456,IFI27
586,IFN_21978456,MX1
587,IFN_21978456,ISG15
588,IFN_21978456,IFIT1
589,IFN_21978456,IFIT3
590,IFN_21978456,RSAD2
591,IFN_21978456,IFI44L
592,IFN_21978456,IFI44
593,IFN_21978456,OAS1
594,IFN_21978456,OAS2
595,IFN_21978456,OAS3
596,IFN_21978456,HERC6
597,IFN_21978456,OASL
598,MHC1_21978456,HLA-E
599,MHC1_21978456,HLA-G
600,MHC1_21978456,HLA-B
601,MHC1_21978456,HLA-C
602,MHC1_21978456,HLA-J
603,MHC1_21978456,HLA-F
604,MHC1_21978456,HLA-A
605,MHC2_21978456,HLA-DPB1
606,MHC2_21978456,HLA-DMB
607,MHC2_21978456,CD74
608,MHC2_21978456,HLA-DRB5
609,MHC2_21978456,HLA-DRB1
610,MHC2_21978456,HLA-DRB4
611,MHC2_21978456,HLA-DRB3
612,MHC2_21978456,HLA-DRA
613,MHC2_21978456,HLA-DPA1
614,MHC2_21978456,HLA-DQA1
615,MHC2_21978456,HLA-DQA2
616,MHC2_21978456,LOC100509457
617,MHC2_21978456,HLA-DMA
618,MHC2_21978456,HLA-DQB1
619,MHC2_21978456,LOC101060835
620,Bcell_21978456,IGHA1
621,Bcell_21978456,IGHG1
622,Bcell_21978456,IGHM
623,Bcell_21978456,IGH
624,Bcell_21978456,IGHA2
625,Bcell_21978456,IGHD
626,Bcell_21978456,IGHG3
627,Bcell_21978456,IGHG4
628,Bcell_21978456,IGHV4-31
629,Bcell_21978456,IGHV1-69
630,Bcell_21978456,IGLJ3
631,Bcell_21978456,IGHV3-23
632,Bcell_21978456,IGK
633,Bcell_21978456,IGHG2
634,Bcell_21978456,IGKC
635,Bcell_21978456,GUSBP11
636,Bcell_21978456,IGLC1
637,Bcell_21978456,IGLV1-44
638,Bcell_21978456,CYAT1
639,Bcell_21978456,IGLV@
640,Bcell_21978456,NA
641,Bcell_21978456,IGKV1D-13
642,Bcell_21978456,IGLL3P
643,Bcell_21978456,IGLL5
644,Bcell_21978456,SCFV
645,Tcell_21978456,CORO1A
646,Tcell_21978456,LCK
647,Tcell_21978456,GZMK
648,Tcell_21978456,LAPTM5
649,Tcell_21978456,IL10RA
650,Tcell_21978456,CD27
651,Tcell_21978456,SELL
652,Tcell_21978456,TRAC
653,Tcell_21978456,CD48
654,Tcell_21978456,CD2
655,Tcell_21978456,TRBC1
656,Tcell_21978456,CD3D
657,Tcell_21978456,IL23A
658,Tcell_21978456,ITK
659,Tcell_21978456,CD53
660,Tcell_21978456,EVI2B
661,Tcell_21978456,PTPRC
662,Tcell_21978456,YME1L1
663,Tcell_21978456,TRAV20
664,Tcell_21978456,TRAJ17
665,Tcell_21978456,SAMSN1
666,Tcell_21978456,ARHGAP25
667,Tcell_21978456,PLAC8
668,Tcell_21978456,CD52
669,CD103pos_mean_25446897,BATF3
670,CD103pos_mean_25446897,BTLA
671,CD103pos_mean_25446897,CCR7
672,CD103pos_mean_25446897,CLEC9A
673,CD103pos_mean_25446897,FLT3
674,CD103pos_mean_25446897,IRF8
675,CD103pos_mean_25446897,KIT
676,CD103pos_mean_25446897,MYCL1
677,CD103pos_mean_25446897,XCR1
678,CD103pos_mean_25446897,ZBTB46
679,CD103neg_mean_25446897,ABCC3
680,CD103neg_mean_25446897,APOE
681,CD103neg_mean_25446897,C1QA
682,CD103neg_mean_25446897,C1QB
683,CD103neg_mean_25446897,C1QC
684,CD103neg_mean_25446897,C5AR1
685,CD103neg_mean_25446897,CYP4F18/CYP4F3A
686,CD103neg_mean_25446897,LYVE1
687,CD103neg_mean_25446897,MERTK
688,CD103neg_mean_25446897,MRC1
689,CD103neg_mean_25446897,MS4A7
690,CD103neg_mean_25446897,SIGLEC1
691,CD103neg_mean_25446897,STAB1
692,CD103neg_mean_25446897,TLR7
693,CD103neg_mean_25446897,TMEM119
694,CD103neg_mean_25446897,TMEM37
695,CD103neg_mean_25446897,TREM2
696,IgG_19272155,LOC96610
697,IgG_19272155,IGKV1OR2-118
698,IgG_19272155,IGKV1D-13
699,IgG_19272155,IGLL3P
700,IgG_19272155,IGKV1-5
701,IgG_19272155,IGHV1-69
702,IgG_19272155,POU2AF1
703,IgG_19272155,IGLJ3
704,IgG_19272155,GUSBP11
705,IgG_19272155,IGLC2
706,IgG_19272155,IGLV3-25
707,IgG_19272155,IGKC
708,IgG_19272155,IGLV2-14
709,IgG_19272155,IGHG1
710,IgG_19272155,IGHM
711,IgG_19272155,IGLV4-3
712,IgG_19272155,IGHD
713,IgG_19272155,IGHA1
714,IgG_19272155,IGL
715,IgG_19272155,IGH
716,IgG_19272155,IGLC1
717,Interferon_19272155,RSAD2
718,Interferon_19272155,OAS3
719,Interferon_19272155,IFI44
720,Interferon_19272155,ISG15
721,Interferon_19272155,DDX60
722,Interferon_19272155,IFI44L
723,Interferon_19272155,IFI6
724,Interferon_19272155,MX1
725,Interferon_19272155,IFIT3
726,Interferon_19272155,IFI27
727,Interferon_19272155,IFIT1
728,Interferon_19272155,OAS1
729,Interferon_19272155,OAS2
730,LCK_19272155,ARHGAP15
731,LCK_19272155,KLRK1
732,LCK_19272155,SASH3
733,LCK_19272155,ARHGAP25
734,LCK_19272155,SLAMF1
735,LCK_19272155,GIMAP5
736,LCK_19272155,SH2D1A
737,LCK_19272155,CCR7
738,LCK_19272155,ITK
739,LCK_19272155,TRBV19
740,LCK_19272155,RAC2
741,LCK_19272155,CORO1A
742,LCK_19272155,PIK3CD
743,LCK_19272155,LPXN
744,LCK_19272155,PRKCB
745,LCK_19272155,STAT4
746,LCK_19272155,GMFG
747,LCK_19272155,SELPLG
748,LCK_19272155,FGL2
749,LCK_19272155,EVI2B
750,LCK_19272155,CSF2RB
751,LCK_19272155,GZMK
752,LCK_19272155,SAMSN1
753,LCK_19272155,GIMAP4
754,LCK_19272155,IRF8
755,LCK_19272155,NCKAP1L
756,LCK_19272155,IL10RA
757,LCK_19272155,TRAC
758,LCK_19272155,INPP5D
759,LCK_19272155,PLAC8
760,LCK_19272155,CCL5
761,LCK_19272155,CD247
762,LCK_19272155,LTB
763,LCK_19272155,IL2RG
764,LCK_19272155,HCLS1
765,LCK_19272155,IL7R
766,LCK_19272155,CD53
767,LCK_19272155,LCK
768,LCK_19272155,CD3D
769,LCK_19272155,CD27
770,LCK_19272155,GZMA
771,LCK_19272155,SELL
772,LCK_19272155,TRBV21-1
773,LCK_19272155,CD2
774,LCK_19272155,CD48
775,LCK_19272155,SLA
776,LCK_19272155,LCP2
777,LCK_19272155,SRGN
778,LCK_19272155,PTPRC
779,MHC.I_19272155,HLA-G
780,MHC.I_19272155,HLA-A
781,MHC.I_19272155,HLA-B
782,MHC.I_19272155,HLA-C
783,MHC.I_19272155,HLA-F
784,MHC.II_19272155,CTSS
785,MHC.II_19272155,CD74
786,MHC.II_19272155,HLA-DRB1
787,MHC.II_19272155,HLA-DQA1
788,MHC.II_19272155,HLA-DMB
789,MHC.II_19272155,HLA-DPA1
790,MHC.II_19272155,HLA-DPB1
791,MHC.II_19272155,HLA-DMA
792,MHC.II_19272155,HLA-DRA
793,MHC.II_19272155,LCP2
794,MHC.II_19272155,SRGN
795,MHC.II_19272155,PTPRC
796,STAT1_19272155,TAP1
797,STAT1_19272155,GBP1
798,STAT1_19272155,IFIH1
799,STAT1_19272155,PSMB9
800,STAT1_19272155,CXCL9
801,STAT1_19272155,IRF1
802,STAT1_19272155,CXCL11
803,STAT1_19272155,CXCL10
804,STAT1_19272155,IDO1
805,STAT1_19272155,STAT1
806,Troester_WoundSig_19887484,ADH1A
807,Troester_WoundSig_19887484,APOH
808,Troester_WoundSig_19887484,BMPR1B
809,Troester_WoundSig_19887484,DST
810,Troester_WoundSig_19887484,CAPN6
811,Troester_WoundSig_19887484,CD86
812,Troester_WoundSig_19887484,CDK4
813,Troester_WoundSig_19887484,COL17A1
814,Troester_WoundSig_19887484,COX7B
815,Troester_WoundSig_19887484,CSF3
816,Troester_WoundSig_19887484,CTGF
817,Troester_WoundSig_19887484,CTSK
818,Troester_WoundSig_19887484,DMBT1
819,Troester_WoundSig_19887484,ARID3A
820,Troester_WoundSig_19887484,DSC3
821,Troester_WoundSig_19887484,ELANE
822,Troester_WoundSig_19887484,EYA4
823,Troester_WoundSig_19887484,F3
824,Troester_WoundSig_19887484,FABP4
825,Troester_WoundSig_19887484,FAP
826,Troester_WoundSig_19887484,FBLN1
827,Troester_WoundSig_19887484,EFEMP1
828,Troester_WoundSig_19887484,FPR1
829,Troester_WoundSig_19887484,FRZB
830,Troester_WoundSig_19887484,GJB5
831,Troester_WoundSig_19887484,HBB
832,Troester_WoundSig_19887484,HDC
833,Troester_WoundSig_19887484,HMGA1
834,Troester_WoundSig_19887484,HPCAL1
